Index,Segment,Date,Time,TimeZone,State1,State2,State3,Fujita,Fatalities,Injuries,Width,Length,County1,County2,County3,County4,County5,County6,County7,County8,County9,County10,County11,County12,Damage,CropLoss,TouchdownLat,TouchdownLon,LiftoffLat,LiftoffLon,NumberOfStates,StateTor,TorNum,RecordStatus
19650411.39.8,Summary,4/11/65,21:00:00,CST,Ohio,-,-,4,3,50,300,18,Shelby,-,-,-,-,-,-,-,-,-,-,-,$500K-$5M,,40.35,-84.38,40.38,-84.03,1,8,167,Unmodified
19650411.39.9,Summary,4/11/65,21:15:00,CST,Ohio,-,-,3,4,30,300,15,Seneca,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.07,-83.13,41.12,-82.85,1,9,168,Unmodified
19650411.39.10,Summary,4/11/65,22:05:00,CST,Ohio,-,-,4,18,200,400,22,Lorain,Cuyahoga,-,-,-,-,-,-,-,-,-,-,$5M-$50M,,41.23,-82.25,41.33,-81.83,1,10,169,Unmodified
19650411.39.11,Summary,4/11/65,22:15:00,CST,Ohio,-,-,1,0,0,10,0,Preble,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.73,-84.63,-,-,1,11,170,Unmodified
19650411.39.12,Summary,4/11/65,22:30:00,CST,Ohio,-,-,1,0,6,200,8,Medina,-,-,-,-,-,-,-,-,-,-,-,$50K-$500K,,41.23,-81.87,41.25,-81.7,1,12,171,Unmodified
19650411.39.13,Summary,4/11/65,22:30:00,CST,Ohio,-,-,2,4,62,400,22,Union,Delaware,Morrow,-,-,-,-,-,-,-,-,-,$500K-$5M,,40.37,-83.27,40.47,-82.83,1,13,172,Unmodified
19650411.39.14,Summary,4/11/65,22:50:00,CST,Ohio,-,-,1,0,0,10,0,Greene,-,-,-,-,-,-,-,-,-,-,-,$5K-$50K,,39.73,-83.8,-,-,1,14,173,Unmodified
19650411.39.15,Summary,4/11/65,23:30:00,CST,Ohio,-,-,1,0,13,300,38,Pickaway,Fairfield,Perry,-,-,-,-,-,-,-,-,-,$50K-$500K,,39.73,-83.03,39.82,-82.3,1,15,174,Unmodified
19650412.39.16,Summary,4/12/65,0:01:00,CST,Ohio,-,-,1,0,1,10,0,Harrison,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,40.27,-81,-,-,1,16,175,Unmodified
19650412.13.4,Summary,4/12/65,3:50:00,CST,Georgia,-,-,1,0,0,50,2,Bartow,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,34.27,-84.8,-,-,1,4,176,Unmodified
19650412.54.3,Summary,4/12/65,5:30:00,CST,West Virginia,-,-,2,0,0,10,0,Mercer,-,-,-,-,-,-,-,-,-,-,-,$500-$5000,,37.4,-81.1,-,-,1,3,177,Unmodified
